track_name,artists,year,region,country_code
Lay Your Hands on Me,Thompson Twins,1985,US,US
Who's Holding Donna Now,DeBarge,1985,US,US
Lonely Ol' Night,John Cougar Mellencamp,1985,US,US
What About Love,Heart,1985,US,US
California Girls,David Lee Roth,1985,US,US
Fresh,Kool & the Gang,1985,US,US
Do What You Do,Jermaine Jackson,1985,US,US
Jungle Love,The Time,1985,US,US
Born in the U.S.A.,Bruce Springsteen,1985,US,US
Private Dancer,Tina Turner,1985,US,US
Who's Zoomin' Who?,Aretha Franklin,1985,US,US
Fortress Around Your Heart,Sting,1985,US,US
Penny Lover,Lionel Richie,1985,US,US
All She Wants to Do Is Dance,Don Henley,1985,US,US
Dress You Up,Madonna,1985,US,US
Sentimental Street,Night Ranger,1985,US,US
Sugar Walls,Sheena Easton,1985,US,US
№,Title,1986,US,US
That's What Friends Are For,"Dionne and Friends (Dionne Warwick,Gladys Knight,Elton JohnandStevie Wonder)",1986,US,US
"Say You, Say Me",Lionel Richie,1986,US,US
I Miss You,Klymaxx,1986,US,US
On My Own,Patti LaBelleandMichael McDonald,1986,US,US
Broken Wings,Mr. Mister,1986,US,US
How Will I Know,Whitney Houston,1986,US,US
Party All the Time,Eddie Murphy,1986,US,US
Burning Heart,Survivor,1986,US,US
Kyrie,Mr. Mister,1986,US,US
Addicted to Love,Robert Palmer,1986,US,US
The Greatest Love of All,Whitney Houston,1986,US,US
Secret Lovers,Atlantic Starr,1986,US,US
Friends and Lovers,Gloria LoringandCarl Anderson,1986,US,US
Glory of Love,Peter Cetera,1986,US,US
West End Girls,Pet Shop Boys,1986,US,US
There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,US,US
Alive and Kicking,Simple Minds,1986,US,US
Never,Heart,1986,US,US
Kiss,PrinceandThe Revolution,1986,US,US
Higher Love,Steve Winwood,1986,US,US
Stuck with You,Huey Lewis and the News,1986,US,US
Holding Back the Years,Simply Red,1986,US,US
Sledgehammer,Peter Gabriel,1986,US,US
Sara,Starship,1986,US,US
Human,The Human League,1986,US,US
I Can't Wait,Nu Shooz,1986,US,US
Take My Breath Away,Berlin,1986,US,US
Rock Me Amadeus,Falco,1986,US,US
Papa Don't Preach,Madonna,1986,US,US
You Give Love a Bad Name,Bon Jovi,1986,US,US
"When the Going Gets Tough, the Tough Get Going",Billy Ocean,1986,US,US
When I Think of You,Janet Jackson,1986,US,US
These Dreams,Heart,1986,US,US
Don't Forget Me (When I'm Gone),Glass Tiger,1986,US,US
Live to Tell,Madonna,1986,US,US
Mad About You,Belinda Carlisle,1986,US,US
Something About You,Level 42,1986,US,US
Venus,Bananarama,1986,US,US
Dancing on the Ceiling,Lionel Richie,1986,US,US
Conga,Miami Sound Machine,1986,US,US
True Colors,Cyndi Lauper,1986,US,US
Danger Zone,Kenny Loggins,1986,US,US
What Have You Done For Me Lately,Janet Jackson,1986,US,US
No One Is to Blame,Howard Jones,1986,US,US
Let's Go All the Way,Sly Fox,1986,US,US
I Didn't Mean to Turn You On,Robert Palmer,1986,US,US
Words Get in the Way,Miami Sound Machine,1986,US,US
Manic Monday,The Bangles,1986,US,US
Walk of Life,Dire Straits,1986,US,US
Amanda,Boston,1986,US,US
Two of Hearts,Stacey Q,1986,US,US
Crush on You,The Jets,1986,US,US
If You Leave,Orchestral Manoeuvres in the Dark,1986,US,US
Invisible Touch,Genesis,1986,US,US
The Sweetest Taboo,Sade,1986,US,US
What You Need,INXS,1986,US,US
Talk to Me,Stevie Nicks,1986,US,US
Nasty,Janet Jackson,1986,US,US
Take Me Home Tonight,Eddie Money,1986,US,US
We Don't Have to Take Our Clothes Off,Jermaine Stewart,1986,US,US
All Cried Out,Lisa Lisa and Cult Jam,1986,US,US
Your Love,The Outfield,1986,US,US
I'm Your Man,Wham!,1986,US,US
Perfect Way,Scritti Politti,1986,US,US
Living in America,James Brown,1986,US,US
R.O.C.K. in the U.S.A.,John Cougar Mellencamp,1986,US,US
Who's Johnny,El DeBarge,1986,US,US
Word Up!,Cameo,1986,US,US
Why Can't This Be Love,Van Halen,1986,US,US
Silent Running (On Dangerous Ground),Mike + The Mechanics,1986,US,US
Typical Male,Tina Turner,1986,US,US
Small Town,John Cougar Mellencamp,1986,US,US
Tarzan Boy,Baltimora,1986,US,US
All I Need Is a Miracle,Mike + The Mechanics,1986,US,US
Sweet Freedom,Michael McDonald,1986,US,US
True Blue,Madonna,1986,US,US
Rumors,Timex Social Club,1986,US,US
Life in a Northern Town,Dream Academy,1986,US,US
Bad Boy,Miami Sound Machine,1986,US,US
Sleeping Bag,ZZ Top,1986,US,US
Tonight She Comes,The Cars,1986,US,US
Love Touch,Rod Stewart,1986,US,US
A Love Bizarre,Sheila E.,1986,US,US
Throwing It All Away,Genesis,1986,US,US
Baby Love,Regina,1986,US,US
Election Day,Arcadia,1986,US,US
Nikita,Elton John,1986,US,US
Take Me Home,Phil Collins,1986,US,US
Walk This Way,Run–D.M.C.featuringAerosmith,1986,US,US
Sweet Love,Anita Baker,1986,US,US
Your Wildest Dreams,Moody Blues,1986,US,US
Spies Like Us,Paul McCartney,1986,US,US
Object of My Desire,Starpoint,1986,US,US
Dreamtime,Daryl Hall,1986,US,US
Tender Love,Force MDs,1986,US,US
King for a Day,Thompson Twins,1986,US,US
Love Will Conquer All,Lionel Richie,1986,US,US
A Different Corner,George Michael,1986,US,US
I'll Be Over You,Toto,1986,US,US
Go Home,Stevie Wonder,1986,US,US
No.,Title,1987,US,US
Walk Like An Egyptian,The Bangles,1987,US,US
Alone,Heart,1987,US,US
Shake You Down,Gregory Abbott,1987,US,US
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,US,US
Nothing's Gonna Stop Us Now,Starship,1987,US,US
C'est La Vie,Robbie Nevil,1987,US,US
Here I Go Again,Whitesnake,1987,US,US
The Way It Is,Bruce Hornsby and the Range,1987,US,US
Shakedown,Bob Seger,1987,US,US
Livin' on a Prayer,Bon Jovi,1987,US,US
La Bamba,Los Lobos,1987,US,US
Everybody Have Fun Tonight,Wang Chung,1987,US,US
Don't Dream It's Over,Crowded House,1987,US,US
Always,Atlantic Starr,1987,US,US
With or Without You,U2,1987,US,US
Looking for a New Love,Jody Watley,1987,US,US
Head to Toe,Lisa Lisa and Cult Jam,1987,US,US
I Think We're Alone Now,Tiffany,1987,US,US
Mony Mony,Billy Idol,1987,US,US
At This Moment,Billy Vera and the Beaters,1987,US,US
The Lady in Red,Chris de Burgh,1987,US,US
Didn't We Almost Have It All,Whitney Houston,1987,US,US
I Still Haven't Found What I'm Looking For,U2,1987,US,US
I Want Your Sex,George Michael,1987,US,US
Notorious,Duran Duran,1987,US,US
Only in My Dreams,Debbie Gibson,1987,US,US
(I've Had) The Time of My Life,Bill MedleyandJennifer Warnes,1987,US,US
The Next Time I Fall,Peter CeteraandAmy Grant,1987,US,US
Lean on Me,Club Nouveau,1987,US,US
Open Your Heart,Madonna,1987,US,US
Lost in Emotion,Lisa Lisa and Cult Jam,1987,US,US
(I Just) Died In Your Arms,Cutting Crew,1987,US,US
Heart and Soul,T'Pau,1987,US,US
You Keep Me Hangin' On,Kim Wilde,1987,US,US
Keep Your Hands to Yourself,Georgia Satellites,1987,US,US
I Knew You Were Waiting (For Me),Aretha FranklinandGeorge Michael,1987,US,US
Control,Janet Jackson,1987,US,US
U Got the Look,Prince,1987,US,US
Somewhere Out There,Linda RonstadtandJames Ingram,1987,US,US
Land of Confusion,Genesis,1987,US,US
Jacob's Ladder,Huey Lewis and the News,1987,US,US
Who's That Girl,Madonna,1987,US,US
You Got It All,The Jets,1987,US,US
Touch Me (I Want Your Body),Samantha Fox,1987,US,US
I Just Can't Stop Loving You,Michael JacksonwithSiedah Garrett,1987,US,US
Causing a Commotion,Madonna,1987,US,US
In Too Deep,Genesis,1987,US,US
Let's Wait Awhile,Janet Jackson,1987,US,US
Hip to Be Square,Huey Lewis and the News,1987,US,US
Will You Still Love Me?,Chicago,1987,US,US
Little Lies,Fleetwood Mac,1987,US,US
Luka,Suzanne Vega,1987,US,US
I Heard A Rumour,Bananarama,1987,US,US
Don't Mean Nothing,Richard Marx,1987,US,US
Songbird,Kenny G,1987,US,US
Carrie,Europe,1987,US,US
Don't Disturb This Groove,The System,1987,US,US
La Isla Bonita,Madonna,1987,US,US
Bad,Michael Jackson,1987,US,US
Sign o' the Times,Prince,1987,US,US
Change of Heart,Cyndi Lauper,1987,US,US
Come Go with Me,Exposé,1987,US,US
Can't We Try,Dan HillfeaturingVonda Shepard,1987,US,US
To Be a Lover,Billy Idol,1987,US,US
Mandolin Rain,Bruce Hornsby and the Range,1987,US,US
Breakout,Swing Out Sister,1987,US,US
Stand by Me,Ben E. King,1987,US,US
"Tonight, Tonight, Tonight",Genesis,1987,US,US
Someday,Glass Tiger,1987,US,US
When Smokey Sings,ABC,1987,US,US
Casanova,LeVert,1987,US,US
Rhythm Is Gonna Get You,Gloria Estefan and Miami Sound Machine,1987,US,US
Rock Steady,The Whispers,1987,US,US
Wanted Dead or Alive,Bon Jovi,1987,US,US
Big Time,Peter Gabriel,1987,US,US
The Finer Things,Steve Winwood,1987,US,US
Let Me Be the One,Exposé,1987,US,US
Is This Love,Survivor,1987,US,US
Diamonds,Herb Alpert,1987,US,US
Point of No Return,Exposé,1987,US,US
Big Love,Fleetwood Mac,1987,US,US
Midnight Blue,Lou Gramm,1987,US,US
Something So Strong,Crowded House,1987,US,US
Heat of the Night,Bryan Adams,1987,US,US
Nothing's Gonna Change My Love for You,Glenn Medeiros,1987,US,US
Brilliant Disguise,Bruce Springsteen,1987,US,US
Just to See Her,Smokey Robinson,1987,US,US
Who Will You Run To,Heart,1987,US,US
Respect Yourself,Bruce Willis,1987,US,US
Cross My Broken Heart,The Jets,1987,US,US
Victory,Kool & the Gang,1987,US,US
Don't Get Me Wrong,The Pretenders,1987,US,US
Doing It All for My Baby,Huey Lewis and the News,1987,US,US
Right on Track,Breakfast Club,1987,US,US
Ballerina Girl,Lionel Richie,1987,US,US
Meet Me Half Way,Kenny Loggins,1987,US,US
I've Been in Love Before,Cutting Crew,1987,US,US
(You Gotta) Fight for Your Right (To Party!),Beastie Boys,1987,US,US
Funkytown,Pseudo Echo,1987,US,US
Love You Down,Ready for the World,1987,US,US
No.,Title,1988,US,US
Faith,George Michael,1988,US,US
Need You Tonight,INXS,1988,US,US
Got My Mind Set on You,George Harrison,1988,US,US
Never Gonna Give You Up,Rick Astley,1988,US,US
Sweet Child o' Mine,Guns N' Roses,1988,US,US
So Emotional,Whitney Houston,1988,US,US
Heaven Is a Place on Earth,Belinda Carlisle,1988,US,US
Could've Been,Tiffany,1988,US,US
Hands to Heaven,Breathe,1988,US,US
Roll with It,Steve Winwood,1988,US,US
One More Try,George Michael,1988,US,US
Wishing Well,Terence Trent D'Arby,1988,US,US
Anything for You,Gloria Estefan and Miami Sound Machine,1988,US,US
The Flame,Cheap Trick,1988,US,US
"Get Outta My Dreams, Get into My Car",Billy Ocean,1988,US,US
Seasons Change,Exposé,1988,US,US
Is This Love,Whitesnake,1988,US,US
"Wild, Wild West",The Escape Club,1988,US,US
Pour Some Sugar on Me,Def Leppard,1988,US,US
I'll Always Love You,Taylor Dayne,1988,US,US
Man in the Mirror,Michael Jackson,1988,US,US
Shake Your Love,Debbie Gibson,1988,US,US
Simply Irresistible,Robert Palmer,1988,US,US
Hold On to the Nights,Richard Marx,1988,US,US
Hungry Eyes,Eric Carmen,1988,US,US
Shattered Dreams,Johnny Hates Jazz,1988,US,US
Father Figure,George Michael,1988,US,US
Naughty Girls (Need Love Too),Samantha Fox,1988,US,US
A Groovy Kind of Love,Phil Collins,1988,US,US
Love Bites,Def Leppard,1988,US,US
Endless Summer Nights,Richard Marx,1988,US,US
Foolish Beat,Debbie Gibson,1988,US,US
Where Do Broken Hearts Go,Whitney Houston,1988,US,US
Angel,Aerosmith,1988,US,US
A Hazy Shade of Winter,The Bangles,1988,US,US
The Way You Make Me Feel,Michael Jackson,1988,US,US
"Don't Worry, Be Happy",Bobby McFerrin,1988,US,US
Make Me Lose Control,Eric Carmen,1988,US,US
Red Red Wine,UB40,1988,US,US
She's Like the Wind,Patrick Swayzefeaturing Wendy Fraser,1988,US,US
Bad Medicine,Bon Jovi,1988,US,US
Kokomo,The Beach Boys,1988,US,US
I Don't Wanna Go on with You Like That,Elton John,1988,US,US
Together Forever,Rick Astley,1988,US,US
Monkey,George Michael,1988,US,US
Devil Inside,INXS,1988,US,US
Should've Known Better,Richard Marx,1988,US,US
I Don't Wanna Live Without Your Love,Chicago,1988,US,US
The Loco-Motion,Kylie Minogue,1988,US,US
What Have I Done to Deserve This?,Pet Shop BoyswithDusty Springfield,1988,US,US
Make It Real,The Jets,1988,US,US
What's On Your Mind (Pure Energy),Information Society,1988,US,US
Tell It to My Heart,Taylor Dayne,1988,US,US
Out of the Blue,Debbie Gibson,1988,US,US
Don't You Want Me,Jody Watley,1988,US,US
Desire,U2,1988,US,US
I Get Weak,Belinda Carlisle,1988,US,US
Sign Your Name,Terence Trent D'Arby,1988,US,US
I Want to Be Your Man,Roger,1988,US,US
Girlfriend,Pebbles,1988,US,US
Dirty Diana,Michael Jackson,1988,US,US
1-2-3,Gloria Estefan and Miami Sound Machine,1988,US,US
Mercedes Boy,Pebbles,1988,US,US
Perfect World,Huey Lewis and the News,1988,US,US
New Sensation,INXS,1988,US,US
Catch Me (I'm Falling),Pretty Poison,1988,US,US
If It Isn't Love,New Edition,1988,US,US
Rocket 2 U,The Jets,1988,US,US
One Good Woman,Peter Cetera,1988,US,US
Don't Be Cruel,Cheap Trick,1988,US,US
Candle in the Wind,Elton John,1988,US,US
Everything Your Heart Desires,Daryl Hall & John Oates,1988,US,US
Say You Will,Foreigner,1988,US,US
I Want Her,Keith Sweat,1988,US,US
Pink Cadillac,Natalie Cole,1988,US,US
Fast Car,Tracy Chapman,1988,US,US
Electric Blue,Icehouse,1988,US,US
The Valley Road,Bruce Hornsby and the Range,1988,US,US
Don't Be Cruel,Bobby Brown,1988,US,US
Always on My Mind,Pet Shop Boys,1988,US,US
Piano in the Dark,Brenda RussellfeaturingJoe Esposito,1988,US,US
When It's Love,Van Halen,1988,US,US
Don't Shed a Tear,Paul Carrack,1988,US,US
We'll Be Together,Sting,1988,US,US
I Hate Myself for Loving You,Joan Jett and the Blackhearts,1988,US,US
I Don't Want to Live Without You,Foreigner,1988,US,US
Nite and Day,Al B. Sure!,1988,US,US
Don't You Know What the Night Can Do?,Steve Winwood,1988,US,US
One Moment in Time,Whitney Houston,1988,US,US
Can't Stay Away from You,Gloria Estefan and Miami Sound Machine,1988,US,US
Kissing a Fool,George Michael,1988,US,US
Cherry Bomb,John Cougar Mellencamp,1988,US,US
I Still Believe,Brenda K. Starr,1988,US,US
I Found Someone,Cher,1988,US,US
Never Tear Us Apart,INXS,1988,US,US
Valerie,Steve Winwood,1988,US,US
Just Like Paradise,David Lee Roth,1988,US,US
Nothin' but a Good Time,Poison,1988,US,US
Wait,White Lion,1988,US,US
Prove Your Love,Taylor Dayne,1988,US,US
No.,Title,1989,US,US
Look Away,Chicago,1989,US,US
My Prerogative,Bobby Brown,1989,US,US
Every Rose Has Its Thorn,Poison,1989,US,US
Straight Up,Paula Abdul,1989,US,US
Miss You Much,Janet Jackson,1989,US,US
Cold Hearted,Paula Abdul,1989,US,US
Wind Beneath My Wings,Bette Midler,1989,US,US
Girl You Know It's True,Milli Vanilli,1989,US,US
"Baby, I Love Your Way/Freebird Medley",Will to Power,1989,US,US
Giving You the Best That I Got,Anita Baker,1989,US,US
Right Here Waiting,Richard Marx,1989,US,US
Waiting For a Star to Fall,Boy Meets Girl,1989,US,US
Lost in Your Eyes,Debbie Gibson,1989,US,US
Don't Wanna Lose You,Gloria Estefan,1989,US,US
Heaven,Warrant,1989,US,US
Girl I'm Gonna Miss You,Milli Vanilli,1989,US,US
The Look,Roxette,1989,US,US
She Drives Me Crazy,Fine Young Cannibals,1989,US,US
On Our Own,Bobby Brown,1989,US,US
Two Hearts,Phil Collins,1989,US,US
Blame It on the Rain,Milli Vanilli,1989,US,US
Listen to Your Heart,Roxette,1989,US,US
I'll Be There for You,Bon Jovi,1989,US,US
If You Don't Know Me by Now,Simply Red,1989,US,US
Like a Prayer,Madonna,1989,US,US
I'll Be Loving You (Forever),New Kids on the Block,1989,US,US
How Can I Fall?,Breathe,1989,US,US
Baby Don't Forget My Number,Milli Vanilli,1989,US,US
Toy Soldiers,Martika,1989,US,US
Forever Your Girl,Paula Abdul,1989,US,US
The Living Years,Mike + The Mechanics,1989,US,US
Eternal Flame,The Bangles,1989,US,US
Wild Thing,Tone Loc,1989,US,US
When I See You Smile,Bad English,1989,US,US
If I Could Turn Back Time,Cher,1989,US,US
Buffalo Stance,Neneh Cherry,1989,US,US
When I'm with You,Sheriff,1989,US,US
Don't Rush Me,Taylor Dayne,1989,US,US
Born to Be My Baby,Bon Jovi,1989,US,US
Good Thing,Fine Young Cannibals,1989,US,US
The Lover in Me,Sheena Easton,1989,US,US
Bust a Move,Young MC,1989,US,US
"Once Bitten, Twice Shy",Great White,1989,US,US
Batdance,Prince,1989,US,US
Rock On,Michael Damian,1989,US,US
Real Love,Jody Watley,1989,US,US
Love Shack,The B-52's,1989,US,US
Every Little Step,Bobby Brown,1989,US,US
Hangin' Tough,New Kids on the Block,1989,US,US
My Heart Can't Tell You No,Rod Stewart,1989,US,US
So Alive,Love and Rockets,1989,US,US
You Got It (The Right Stuff),New Kids on the Block,1989,US,US
Armageddon It,Def Leppard,1989,US,US
Satisfied,Richard Marx,1989,US,US
Express Yourself,Madonna,1989,US,US
I Like It,Dino,1989,US,US
Soldier of Love,Donny Osmond,1989,US,US
Sowing the Seeds of Love,Tears for Fears,1989,US,US
Cherish,Madonna,1989,US,US
When the Children Cry,White Lion,1989,US,US
18 and Life,Skid Row,1989,US,US
I Don't Want Your Love,Duran Duran,1989,US,US
Second Chance,.38 Special,1989,US,US
The Way You Love Me,Karyn White,1989,US,US
Funky Cold Medina,Tone Loc,1989,US,US
In Your Room,The Bangles,1989,US,US
Miss You Like Crazy,Natalie Cole,1989,US,US
Lovesong,The Cure,1989,US,US
Secret Rendezvous,Karyn White,1989,US,US
Angel Eyes,The Jeff Healey Band,1989,US,US
Patience,Guns N' Roses,1989,US,US
Walk on Water,Eddie Money,1989,US,US
Cover Girl,New Kids on the Block,1989,US,US
Welcome to the Jungle,Guns N' Roses,1989,US,US
Shower Me With Your Love,Surface,1989,US,US
Stand,R.E.M.,1989,US,US
Close My Eyes Forever,Lita FordandOzzy Osbourne,1989,US,US
All This Time,Tiffany,1989,US,US
After All,CherandPeter Cetera,1989,US,US
Roni,Bobby Brown,1989,US,US
Love in an Elevator,Aerosmith,1989,US,US
Lay Your Hands on Me,Bon Jovi,1989,US,US
The Promise,When in Rome,1989,US,US
What I Am,Edie Brickell & New Bohemians,1989,US,US
I Remember Holding You,Boys Club,1989,US,US
Paradise City,Guns N' Roses,1989,US,US
I Wanna Have Some Fun,Samantha Fox,1989,US,US
She Wants to Dance with Me,Rick Astley,1989,US,US
Dreamin',Vanessa Williams,1989,US,US
It's No Crime,Babyface,1989,US,US
Poison,Alice Cooper,1989,US,US
This Time I Know It's for Real,Donna Summer,1989,US,US
Smooth Criminal,Michael Jackson,1989,US,US
Heaven Help Me,Deon Estus,1989,US,US
Rock Wit'cha,Bobby Brown,1989,US,US
Thinking of You,Sa-Fire,1989,US,US
What You Don't Know,Exposé,1989,US,US
Surrender to Me,Ann WilsonandRobin Zander,1989,US,US
The End of the Innocence,Don Henley,1989,US,US
Keep on Movin',Soul II Soul,1989,US,US
No.,Title,1990,US,US
Hold On,Wilson Phillips,1990,US,US
It Must Have Been Love,Roxette,1990,US,US
Nothing Compares 2 U,Sinéad O'Connor,1990,US,US
Poison,Bell Biv DeVoe,1990,US,US
Vogue,Madonna,1990,US,US
Vision of Love,Mariah Carey,1990,US,US
Another Day in Paradise,Phil Collins,1990,US,US
Hold On,En Vogue,1990,US,US
Cradle of Love,Billy Idol,1990,US,US
Blaze of Glory,Jon Bon Jovi,1990,US,US
Do Me!,Bell Biv DeVoe,1990,US,US
How Am I Supposed to Live Without You,Michael Bolton,1990,US,US
Pump Up the Jam,Technotronic,1990,US,US
Opposites Attract,Paula Abdul,1990,US,US
Escapade,Janet Jackson,1990,US,US
All I Wanna Do Is Make Love to You,Heart,1990,US,US
Close to You,Maxi Priest,1990,US,US
Black Velvet,Alannah Myles,1990,US,US
Release Me,Wilson Phillips,1990,US,US
Don't Know Much,Linda RonstadtfeaturingAaron Neville,1990,US,US
All Around the World,Lisa Stansfield,1990,US,US
I Wanna Be Rich,Calloway,1990,US,US
Rub You the Right Way,Johnny Gill,1990,US,US
She Ain't Worth It,Glenn MedeirosfeaturingBobby Brown,1990,US,US
If Wishes Came True,Sweet Sensation,1990,US,US
The Power,Snap!,1990,US,US
(Can't Live Without Your) Love and Affection,Nelson,1990,US,US
Love Will Lead You Back,Taylor Dayne,1990,US,US
Don't Wanna Fall in Love,Jane Child,1990,US,US
Two to Make It Right,Seduction,1990,US,US
Sending All My Love,Linear,1990,US,US
Unskinny Bop,Poison,1990,US,US
Step by Step,New Kids on the Block,1990,US,US
Dangerous,Roxette,1990,US,US
We Didn't Start the Fire,Billy Joel,1990,US,US
I Don't Have the Heart,James Ingram,1990,US,US
Downtown Train,Rod Stewart,1990,US,US
Rhythm Nation,Janet Jackson,1990,US,US
I'll Be Your Everything,Tommy Page,1990,US,US
Roam,The B-52's,1990,US,US
Everything,Jody Watley,1990,US,US
Back to Life (However Do You Want Me),Soul II SoulfeaturingCaron Wheeler,1990,US,US
Here and Now,Luther Vandross,1990,US,US
Alright,Janet Jackson,1990,US,US
Ice Ice Baby,Vanilla Ice,1990,US,US
Blame It on the Rain,Milli Vanilli,1990,US,US
Have You Seen Her,MC Hammer,1990,US,US
With Every Beat of My Heart,Taylor Dayne,1990,US,US
Come Back to Me,Janet Jackson,1990,US,US
No More Lies,Michel'le,1990,US,US
Praying for Time,George Michael,1990,US,US
How Can We Be Lovers,Michael Bolton,1990,US,US
Do You Remember?,Phil Collins,1990,US,US
Ready or Not,After 7,1990,US,US
U Can't Touch This,MC Hammer,1990,US,US
I Wish It Would Rain Down,Phil Collins,1990,US,US
Just Between You and Me,Lou Gramm,1990,US,US
Something Happened on the Way to Heaven,Phil Collins,1990,US,US
Black Cat,Janet Jackson,1990,US,US
Can't Stop,After 7,1990,US,US
Janie's Got a Gun,Aerosmith,1990,US,US
The Humpty Dance,Digital Underground,1990,US,US
I'll Be Your Shelter,Taylor Dayne,1990,US,US
Free Fallin',Tom Petty,1990,US,US
Giving You the Benefit,Pebbles,1990,US,US
Enjoy the Silence,Depeche Mode,1990,US,US
Love Song,Tesla,1990,US,US
Price of Love,Bad English,1990,US,US
Girls Nite Out,Tyler Collins,1990,US,US
King of Wishful Thinking,Go West,1990,US,US
What Kind of Man Would I Be?,Chicago,1990,US,US
I Remember You,Skid Row,1990,US,US
Get Up! (Before the Night Is Over),TechnotronicfeaturingYa Kid K,1990,US,US
Here We Are,Gloria Estefan,1990,US,US
Epic,Faith No More,1990,US,US
Love Takes Time,Mariah Carey,1990,US,US
Just Like Jesse James,Cher,1990,US,US
Love Shack,The B-52's,1990,US,US
All or Nothing,Milli Vanilli,1990,US,US
Romeo,Dino,1990,US,US
Everybody Everybody,Black Box,1990,US,US
I Go to Extremes,Billy Joel,1990,US,US
Whip Appeal,Babyface,1990,US,US
Oh Girl,Paul Young,1990,US,US
C'mon and Get My Love,D MobwithCathy Dennis,1990,US,US
(It's Just) The Way That You Love Me,Paula Abdul,1990,US,US
We Can't Go Wrong,The Cover Girls,1990,US,US
When I'm Back on My Feet Again,Michael Bolton,1990,US,US
Make You Sweat,Keith Sweat,1990,US,US
This One's for the Children,New Kids on the Block,1990,US,US
What It Takes,Aerosmith,1990,US,US
Forever,Kiss,1990,US,US
Jerk Out,The Time,1990,US,US
Just a Friend,Biz Markie,1990,US,US
Whole Wide World,A'Me Lorain,1990,US,US
Without You,Mötley Crüe,1990,US,US
Swing the Mood,Jive Bunny and the Mastermixers,1990,US,US
Thieves in the Temple,Prince,1990,US,US
Mentirosa,Mellow Man Ace,1990,US,US
Tic-Tac-Toe,Kyper,1990,US,US
No.,Title,1991,US,US
(Everything I Do) I Do It for You,Bryan Adams,1991,US,US
I Wanna Sex You Up,Color Me Badd,1991,US,US
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991,US,US
Rush Rush,Paula Abdul,1991,US,US
One More Try,Timmy T,1991,US,US
Unbelievable,EMF,1991,US,US
More Than Words,Extreme,1991,US,US
I Like the Way (The Kissing Game),Hi-Five,1991,US,US
The First Time,Surface,1991,US,US
Baby Baby,Amy Grant,1991,US,US
Motownphilly,Boyz II Men,1991,US,US
Because I Love You (The Postman Song),Stevie B,1991,US,US
Someday,Mariah Carey,1991,US,US
High Enough,Damn Yankees,1991,US,US
From a Distance,Bette Midler,1991,US,US
All the Man That I Need,Whitney Houston,1991,US,US
"Right Here, Right Now",Jesus Jones,1991,US,US
I Adore Mi Amor,Color Me Badd,1991,US,US
Love Will Never Do (Without You),Janet Jackson,1991,US,US
Good Vibrations,Marky Mark and the Funky BunchfeaturingLoleatta Holloway,1991,US,US
Justify My Love,Madonna,1991,US,US
Emotions,Mariah Carey,1991,US,US
Joyride,Roxette,1991,US,US
Romantic,Karyn White,1991,US,US
Hold You Tight,Tara Kemp,1991,US,US
I Don't Wanna Cry,Mariah Carey,1991,US,US
You're in Love,Wilson Phillips,1991,US,US
Every Heartbeat,Amy Grant,1991,US,US
Sensitivity,Ralph Tresvant,1991,US,US
Touch Me (All Night Long),Cathy Dennis,1991,US,US
I've Been Thinking About You,Londonbeat,1991,US,US
Do Anything,Natural Selection,1991,US,US
Losing My Religion,R.E.M.,1991,US,US
Coming Out of the Dark,Gloria Estefan,1991,US,US
It Ain't Over 'til It's Over,Lenny Kravitz,1991,US,US
Here We Go,C+C Music Factory,1991,US,US
Where Does My Heart Beat Now,Celine Dion,1991,US,US
Summertime,DJ Jazzy Jeff & The Fresh Prince,1991,US,US
Wind of Change,Scorpions,1991,US,US
P.A.S.S.I.O.N.,Rythm Syndicate,1991,US,US
The Promise of a New Day,Paula Abdul,1991,US,US
I'm Your Baby Tonight,Whitney Houston,1991,US,US
Love of a Lifetime,FireHouse,1991,US,US
Fading Like a Flower (Every Time You Leave),Roxette,1991,US,US
This House,Tracie Spencer,1991,US,US
Hole Hearted,Extreme,1991,US,US
Power of Love/Love Power,Luther Vandross,1991,US,US
Impulsive,Wilson Phillips,1991,US,US
Love Is a Wonderful Thing,Michael Bolton,1991,US,US
Rhythm of My Heart,Rod Stewart,1991,US,US
Things That Make You Go Hmmm...,C+C Music Factory,1991,US,US
I Touch Myself,Divinyls,1991,US,US
Tom's Diner,DNAfeaturingSuzanne Vega,1991,US,US
Iesha,Another Bad Creation,1991,US,US
Something to Talk About,Bonnie Raitt,1991,US,US
After the Rain,Nelson,1991,US,US
Play That Funky Music,Vanilla Ice,1991,US,US
Temptation,Corina,1991,US,US
Can't Stop This Thing We Started,Bryan Adams,1991,US,US
I Can't Wait Another Minute,Hi-Five,1991,US,US
3 a.m. Eternal,The KLF,1991,US,US
"Time, Love and Tenderness",Michael Bolton,1991,US,US
Sadeness (Part I),Enigma,1991,US,US
Around the Way Girl,LL Cool J,1991,US,US
I'll Be There,The Escape Club,1991,US,US
Cream,PrinceandThe New Power Generation,1991,US,US
Now That We Found Love,Heavy D & the Boyz,1991,US,US
Show Me the Way,Styx,1991,US,US
Love Takes Time,Mariah Carey,1991,US,US
Cry for Help,Rick Astley,1991,US,US
The Way You Do the Things You Do,UB40,1991,US,US
